timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1747152132.3870165,-1.0271125122070313,-1.4628572143554686,9.442731347656249,4.450381679389313,0.29770992366412213,-12.229007633587786,STRONG VIBRATION
1747152132.4430487,-0.00718260498046875,-1.39821376953125,9.897629663085937,4.694656488549619,3.8473282442748094,-9.396946564885496,STRONG VIBRATION
1747152132.499087,-0.7924807495117187,-1.3646949462890625,10.012551342773437,-2.984732824427481,5.801526717557252,2.0381679389312977,STRONG VIBRATION
1747152132.5550847,-0.7278373046875,-1.2497732666015624,9.952696301269532,-10.610687022900763,12.541984732824428,16.282442748091604,STRONG VIBRATION
1747152132.6110804,-1.9105729248046874,-0.9648632690429687,9.425971936035156,-16.297709923664122,12.083969465648854,17.53435114503817,STRONG VIBRATION
1747152132.6670678,-5.430049365234375,-0.28730419921875,7.639897497558593,-24.412213740458014,0.549618320610687,11.816793893129772,STRONG VIBRATION
1747152132.7230587,-1.9129671264648436,-0.5482721801757812,8.798691101074219,15.732824427480915,1.3129770992366412,-48.16793893129771,STRONG VIBRATION
1747152132.7790668,7.307103466796875,-2.4875755249023435,15.145719702148437,-62.11450381679389,-20.35114503816794,77.98473282442748,STRONG VIBRATION
1747152132.8350582,-6.655880615234374,-1.6256629272460936,8.123526232910155,-65.45801526717557,-0.732824427480916,24.65648854961832,STRONG VIBRATION
1747152132.8910468,4.259284753417968,-6.270414147949219,1.5658078857421873,-46.93893129770992,16.66412213740458,-97.6030534351145,STRONG VIBRATION
1747152132.9470327,1.1635820068359375,-3.4332851806640625,12.366051574707031,-17.564885496183205,94.48091603053435,42.63358778625954,STRONG VIBRATION
1747152133.0030112,-5.992686755371094,-3.4620156005859375,9.270348828125,-100.54961832061069,79.27480916030534,-1.618320610687023,STRONG VIBRATION
1747152133.0590055,-4.302380383300781,-5.173869787597656,5.327098693847656,-15.778625954198473,68.25190839694656,-4.465648854961832,STRONG VIBRATION
1747152133.1149955,-7.410054138183593,-4.608838195800781,8.267178332519531,-88.43511450381679,119.57251908396947,-100.99236641221374,STRONG VIBRATION
1747152133.1709926,2.118868469238281,-3.768473413085937,-6.244077929687499,-69.30534351145039,68.22900763358778,-135.0229007633588,STRONG VIBRATION
1747152133.226986,-7.7787611938476555,-8.664615808105468,4.479551306152343,68.89312977099236,187.65648854961833,54.267175572519086,STRONG VIBRATION
1747152133.2829664,-8.262389929199218,-5.327098693847656,5.576095666503906,73.12213740458016,116.10687022900764,-117.25954198473282,STRONG VIBRATION
1747152133.33895,6.339845996093749,-0.55545478515625,17.18079111328125,-57.38167938931298,250.12977099236642,42.58015267175573,STRONG VIBRATION
1747152133.3949783,4.388571643066406,-1.5107412475585937,19.61270144958496,-66.85496183206106,-18.87786259541985,75.43511450381679,STRONG VIBRATION
1747152133.4510093,-5.193023400878906,2.319981408691406,2.4756045166015626,-250.13740458015266,-59.50381679389313,193.89312977099237,STRONG VIBRATION
1747152133.5070348,-19.6133,-4.680664245605469,-19.6133,-53.6412213740458,-70.32824427480917,77.99236641221374,STRONG VIBRATION
1747152133.5630255,-19.6133,-4.110844250488281,-16.589423303222656,144.85496183206106,108.80152671755725,-80.58015267175573,STRONG VIBRATION
1747152133.6190152,-4.7955859252929685,4.6447512207031245,6.212953308105468,250.12977099236642,151.93129770992365,-88.37404580152672,STRONG VIBRATION
1747152133.6749988,9.1554271484375,2.3822306518554686,19.61270144958496,-44.69465648854962,58.969465648854964,50.55725190839695,STRONG VIBRATION
1747152133.7309988,-3.593696691894531,8.808267907714843,2.379836450195312,-250.13740458015266,-154.40458015267177,143.18320610687022,STRONG VIBRATION
1747152133.7869928,-19.6133,-0.34237083740234375,-19.6133,-143.00763358778627,-98.8473282442748,114.16793893129771,STRONG VIBRATION
1747152133.8429723,-19.507955126953124,0.016759411621093748,-19.6133,188.0763358778626,34.9236641221374,-96.19083969465649,STRONG VIBRATION
1747152133.898957,-4.292803576660156,4.295197778320312,8.384494213867187,250.12977099236642,104.0,-92.91603053435115,STRONG VIBRATION
1747152133.9549446,7.125144140624999,3.0023288818359375,19.61270144958496,-155.29770992366412,-77.81679389312977,85.83206106870229,STRONG VIBRATION
1747152134.010954,-9.737218151855469,8.552088330078124,-9.548076220703125,-250.13740458015266,-120.22900763358778,149.0,STRONG VIBRATION
1747152134.0669591,-19.6133,0.5458779785156249,-19.6133,-57.64885496183206,-31.83969465648855,56.29770992366412,STRONG VIBRATION
1747152134.1229467,-15.966930871582031,5.719747766113281,-15.586252807617187,250.12977099236642,69.1526717557252,-177.8320610687023,STRONG VIBRATION
1747152134.1789355,7.972691528320312,5.7891796142578125,19.61270144958496,250.12977099236642,108.02290076335878,-84.21374045801527,STRONG VIBRATION
1747152134.234931,-0.19393033447265623,2.916137622070312,19.61270144958496,-250.13740458015266,-113.23664122137404,78.61068702290076,STRONG VIBRATION
1747152134.2909214,-14.006079711914062,6.002263562011718,-13.134590307617186,-250.13740458015266,-116.50381679389314,150.45801526717557,STRONG VIBRATION
1747152134.3468997,-19.6133,-0.6344634399414062,-19.6133,62.847328244274806,72.37404580152672,-12.572519083969466,STRONG VIBRATION
1747152134.402876,-9.694122521972655,5.516240625,-3.0142998901367184,250.12977099236642,81.67175572519083,-169.0,STRONG VIBRATION
1747152134.4589095,8.789114294433594,2.8754361938476563,19.61270144958496,85.12977099236642,97.08396946564885,-15.083969465648854,STRONG VIBRATION
1747152134.514925,1.0702081420898437,5.6383449096679685,17.152060693359374,-250.13740458015266,-182.54961832061068,72.00763358778626,STRONG VIBRATION
1747152134.570914,-19.6133,4.127603662109375,-19.6133,-201.206106870229,-72.79389312977099,143.2824427480916,STRONG VIBRATION
1747152134.6269033,-19.6133,0.28490999755859375,-19.6133,131.2824427480916,101.83969465648855,-112.51908396946565,STRONG VIBRATION
1747152134.6828802,-6.009446166992187,6.042964990234375,7.735665563964844,250.12977099236642,82.66412213740458,-147.14503816793894,STRONG VIBRATION
1747152134.7388692,8.300697155761718,1.7214309936523438,19.61270144958496,29.732824427480917,49.14503816793893,-11.122137404580153,STRONG VIBRATION
1747152134.7948496,0.6488286499023437,5.947196923828125,8.353369592285155,-250.13740458015266,-166.5267175572519,118.27480916030534,STRONG VIBRATION
1747152134.850817,-19.6133,2.6431986328124997,-19.35233201904297,-165.25954198473283,-104.55725190839695,143.6946564885496,STRONG VIBRATION
1747152134.906804,-19.6133,0.09816226806640624,-19.6133,93.17557251908397,4.465648854961832,-94.25190839694656,STRONG VIBRATION
1747152134.9627905,-10.383652600097655,2.492363928222656,6.081272216796875,250.12977099236642,11.801526717557252,-183.98473282442748,STRONG VIBRATION
